gene_names	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000025902	Sox17	2.1020265181525	2.28596592543429	1.69827266388621	2.02707817250203	2.10340635811738	2.14192324195648	2.85773523155747
ENSMUSG00000033845	Mrpl15	2.92150136695038	3.58079149301945	3.355364420273	3.46786590080339	3.2477260439207	3.70199811571673	3.78020309386225
ENSMUSG00000025903	Lypla1	4.67160307967395	5.12999629768307	4.73997050563839	5.08280554462942	5.06129807780075	5.0705358910917	5.1527343905894
ENSMUSG00000033813	Tcea1	2.2908279363324	2.16828062130318	1.84698861880387	2.44062237490154	1.67980994335358	2.58143105394981	2.7953027175649
ENSMUSG00000033793	Atp6v1h	2.25196830979343	2.23447185273982	1.77869942400563	2.42070013061111	1.79317711432804	1.82497974540524	2.4489100812255
ENSMUSG00000090031	4732440D04Rik	0.127487833292772	-0.0908753218147531	-0.769405056904237	0.0918559371479013	-0.490413145042009	-0.421727381839052	0.419733109794933
ENSMUSG00000025907	Rb1cc1	3.74442086171385	3.36485795521424	3.23711485664081	3.63378028657567	3.86153717503163	3.5283715356383	3.94893397531059
ENSMUSG00000051285	Pcmtd1	4.80875751558992	4.84972839393549	4.19914824523222	4.93803141708091	4.79501847513086	4.92055832213361	5.0219292237052
ENSMUSG00000079671	2610203C22Rik	-0.436238969617651	-1.58779216020418	-1.44150011595504	-0.851396702717327	-0.893158893992645	-1.33520454857749	-0.60034393639901
ENSMUSG00000061024	Rrs1	3.12291378463176	3.01400095741498	2.7574578175508	3.10459067709895	3.2120406375688	3.51850239502491	3.41933546274358
ENSMUSG00000025911	Adhfe1	4.49579108879555	4.2705761375337	3.98356438798376	3.47358302400433	4.26847648330668	4.68667532695491	4.28763985255026
ENSMUSG00000045210	Vcpip1	1.82379750837017	1.75434763342443	1.23647987197372	2.10867598181794	1.77539397424836	1.52950311073226	2.21948469071489
ENSMUSG00000025915	Sgk3	0.888819011578544	0.923697601539914	0.434970467981465	0.61632546957064	0.654262605592137	0.841297522838186	0.552030287455597
ENSMUSG00000098234	Snhg6	0.606032556609627	0.84797870735424	1.26384461962248	1.33416769753627	1.20140815690983	1.30994357558371	1.5503952555334
ENSMUSG00000025917	Cops5	5.25441991123857	5.36555538527168	5.27105511313458	5.14460852674767	5.38807880408333	5.42257158453289	5.55390995757953
ENSMUSG00000056763	Cspp1	0.0066597732598126	-0.302958872803298	-0.581049084078145	0.243589368477	-0.620071917790263	-0.690721604323251	0.475127985368012
ENSMUSG00000067851	Arfgef1	3.3458721038934	3.54004276843149	2.94585011641756	3.32403717489665	3.26544313614884	3.53931362823104	3.58632930648312
ENSMUSG00000048960	Prex2	0.994505272139374	0.564795229156715	0.772998041134638	1.17645677389295	0.902249331065974	0.189465257241611	1.30340080726368
ENSMUSG00000016918	Sulf1	0.392927387057355	1.08540394364145	0.0703644178971992	2.24544218272171	-0.114513833117318	0.935649874283957	1.68667998512407
ENSMUSG00000025938	Slco5a1	1.48043568059893	1.98091603854967	1.89476976515791	2.25353345127398	2.25038544074424	2.23160617007625	1.84789327479987
ENSMUSG00000005886	Ncoa2	1.19073224716488	1.35789266824298	0.869214349412299	1.37009324340055	0.892590777098388	0.462139008796662	1.3119746932807
ENSMUSG00000025935	Tram1	3.7051744036908	4.09661841419882	3.48373928930675	4.66337705276783	3.90830976742545	4.1490047138244	4.52726759179021
ENSMUSG00000025937	Lactb2	3.43937285512119	3.70182111430942	3.37070716264565	3.30935883748099	3.55331466267718	3.53573025175514	3.72368099594972
ENSMUSG00000025932	Eya1	2.73866831171621	3.27838470412417	2.71336703807922	3.31725496586196	2.56923000085691	3.46411707927928	3.19592155663123
ENSMUSG00000025925	Terf1	0.992053194932218	0.435237156895838	-0.121095231326549	0.87476384483745	0.313296489319384	-1.1874596772354	0.723877771138572
ENSMUSG00000043716	Rpl7	5.36339374705803	5.3582900696852	4.97728814336226	5.49760561190395	5.11079070365134	5.4886617447395	5.51416359876377
ENSMUSG00000025921	Rdh10	1.35394010525944	1.1175801244951	0.853682011024137	1.40829689438155	-0.200616449471788	1.10409824234755	1.72629487264031
ENSMUSG00000025920	Stau2	3.26982145360346	3.39426454827981	3.45164290798453	3.88872910343131	3.8464740918888	3.8779294611146	3.79396875166137
ENSMUSG00000025939	Ube2w	1.49156629308346	2.23192551011944	1.72197437134852	2.29785437779076	1.70662664601718	2.49498975446829	2.67570458512405
ENSMUSG00000079658	Eloc	4.76655014058055	4.92360411505143	4.69097349231655	4.68084839654717	4.97448089826141	4.82848754109948	5.03266136129214
ENSMUSG00000025940	Tmem70	5.91941113368766	6.38127945315343	6.21241304764299	6.41729952823293	6.11588533019564	6.45834673065971	6.66822079596002
ENSMUSG00000042686	Jph1	5.68281794398692	5.67446459264472	5.51219521358493	5.51823589141005	5.65532687953065	5.74145093033937	5.58585381525893
ENSMUSG00000127806	ENSMUSG00000127806	1.61863173550797	2.21333230286317	0.704616091130386	2.28851442986594	0.380947946949743	1.75469689785185	1.8677802001222
ENSMUSG00000100110	Gm28783	1.53302707561136	1.33605689605222	0.708770834440489	1.8323656429009	1.59929938757164	1.4437448485607	0.662721756896683
