gene_names	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000102331	Gm19938	0.0115368499840152	-1.95170686860684	-1.96357015344037	-0.0245747419365081	-2.1335656620167	-1.98823529061599	-0.192549963002772
ENSMUSG00000025900	Rp1	-1.04946820608176	-1.43904358253154	-1.94075289306822	-1.31188462613211	-1.7036558307627	-1.60860563811125	-0.556693023978013
ENSMUSG00000025902	Sox17	2.52044375540413	2.65333285734797	1.85736420193273	2.18640961784688	2.25371965719884	2.3577395069657	3.01002586354535
ENSMUSG00000103922	Gm6123	0.159383762629986	0.834175605718045	1.33026268557844	0.319631314591831	0.187756611738401	0.796913507034109	0.931192843328034
ENSMUSG00000033845	Mrpl15	3.28727553420949	3.86207421858431	3.5252955697473	3.61163574964095	3.45955388978962	3.93302145670831	3.89678789908441
ENSMUSG00000025903	Lypla1	5.10421336580869	5.43457109140657	4.93963322122674	5.23522886014705	5.32429357484867	5.33196617913953	5.27815171731319
ENSMUSG00000033813	Tcea1	3.34982378241973	3.46736738865711	3.01730317785501	3.76364953260326	3.03875441074242	3.63443832144175	4.04393944872203
ENSMUSG00000033793	Atp6v1h	2.62373957482697	2.5644653480895	1.95066996509201	2.57040894189572	2.06188407684632	2.05066432489206	2.58225422698548
ENSMUSG00000090031	4732440D04Rik	0.601311480568281	0.133715466351649	-0.698166698110054	0.370880262895447	-0.192671470194696	0.00546587014354216	0.584368638587513
ENSMUSG00000025907	Rb1cc1	4.15596530266602	3.7068803011145	3.41689818331633	3.82389304742848	4.13740345966048	3.84278468924002	4.11665676590595
ENSMUSG00000033740	St18	-0.226277818935774	-1.95170686860684	-1.86528408745852	-0.795708319813592	-1.55257887478756	-1.98823529061599	-0.42491097368303
ENSMUSG00000051285	Pcmtd1	5.3589360134332	5.31746590566446	4.49098618812508	5.23869359550338	5.19958782927738	5.36301153104596	5.35954750013141
ENSMUSG00000097797	Gm26901	-0.0978389390956451	-1.55380951340853	-2.06932510831793	-1.00326132503899	-1.48719450518713	-1.15299176878793	-0.732393441519488
ENSMUSG00000103903	Rps2-ps2	1.16253513348322	-1.95170686860684	-0.513597108514151	0.988077526007693	-2.1335656620167	-1.98823529061599	1.46039520403583
ENSMUSG00000025909	Sntg1	-0.589492304671911	-1.95170686860684	-1.63588224646474	-1.40656747012232	-1.99875325803358	-1.98823529061599	-0.0698855812323771
ENSMUSG00000079671	2610203C22Rik	0.185562017971368	-1.15455334598272	-1.60928066744088	-0.50587740303693	-0.50260813460363	-0.967488504786477	-0.294068353752618
ENSMUSG00000061024	Rrs1	3.47572473623471	3.30021196160571	3.01502813450961	3.46455307011834	3.53382207156947	3.67736371944698	3.7087067442035
ENSMUSG00000025911	Adhfe1	4.88769087990343	4.58161096732981	4.12766418934262	3.61066311092964	4.53355257393851	4.91528373105242	4.39791981924884
ENSMUSG00000045210	Vcpip1	2.23648248189282	2.07846804173429	1.30586832948456	2.25436718910839	2.03092983996816	1.77131271122628	2.35413481643569
ENSMUSG00000097893	1700034P13Rik	-1.31437813907629	-0.952386179359692	-2.21729137790015	-1.12669394391258	-1.9540192179345	-1.92340055650763	-0.881859464971313
ENSMUSG00000025915	Sgk3	1.22990871337567	1.23797159543772	0.583838787944572	0.804823943428264	0.889671016855605	1.09199708919884	0.705333430873562
ENSMUSG00000098234	Snhg6	0.8268728001234	1.13490166476409	1.20934061582913	1.45144138875573	1.43639682979233	1.50393014669081	1.64302433777124
ENSMUSG00000025917	Cops5	5.63999278334208	5.67862541619852	5.42157472406743	5.29495581188028	5.63953927069711	5.65535281599785	5.67682429008436
ENSMUSG00000056763	Cspp1	0.521403615904177	-0.0207707716483263	-0.483339591812921	0.431520688209979	-0.290809769399182	-0.33133789511578	0.703548293452684
ENSMUSG00000067851	Arfgef1	3.76230475448348	3.81722261592985	3.10109388953474	3.45647574677141	3.53041991067974	3.78081456566282	3.72740798948207
ENSMUSG00000102556	Gm37569	0.899581906736774	-0.350659976093457	-0.489237741835041	0.11057316658238	-1.43715869822468	-1.26962716945221	1.03428995044957
ENSMUSG00000042501	Cpa6	-0.712077618286486	-1.95170686860684	-1.50499191590919	-1.07572527261383	-2.1335656620167	-1.83981652369243	-0.83870971508253
ENSMUSG00000048960	Prex2	1.32690812403418	0.891823895994367	0.875647626131812	1.31795562094226	1.06837191987132	0.478841421434129	1.51769956776872
ENSMUSG00000057715	A830018L16Rik	-0.615115927404755	-1.74689112827627	-1.74744022668266	-1.07997974506421	-1.83174470427983	-1.98823529061599	-0.972614383213585
ENSMUSG00000016918	Sulf1	0.833970181352733	1.40880597214831	0.212035039504318	2.36526923183576	0.110344969616868	1.18264407418278	1.86315552413961
ENSMUSG00000025938	Slco5a1	1.87314212195328	2.28963287216537	2.02793691492856	2.40789617215535	2.50985779116773	2.47587774931186	2.01101608805947
ENSMUSG00000005886	Ncoa2	1.55505186331565	1.62965365347807	0.920919108082021	1.52002839642244	1.10978605789628	0.747739511817439	1.4854554586036
ENSMUSG00000103506	Gm38376	-0.325785910786774	-0.598759006055555	-0.0893408287209212	0.131055611140898	-0.38032597481229	-1.98823529061599	0.420578076805899
ENSMUSG00000103495	Gm37409	0.60125652603401	-1.05525655863604	-2.4189795591083	0.0786481978471372	-2.1335656620167	-1.98823529061599	0.10826368169219
ENSMUSG00000104170	Gm37702	0.0283247402995457	0.4031686737647	-1.6998574048887	1.25031207143565	-2.1335656620167	-1.98823529061599	-1.88025419761137
ENSMUSG00000103085	Gm38120	-0.35518102650072	-0.581968723062214	-1.81379264354006	0.16472683251142	-1.83471052629938	-0.800923847994131	-1.88025419761137
ENSMUSG00000102664	Gm38380	0.103432577812988	-0.999615326815746	-2.4189795591083	0.0639101616065361	-2.1335656620167	-0.413825814783777	-0.226279993937755
ENSMUSG00000025935	Tram1	4.04067211073186	4.4090050708552	3.57080135827569	4.81038467866229	4.1494706717412	4.38743904736386	4.68767012236388
ENSMUSG00000025937	Lactb2	3.97032446079143	4.1493852044776	3.62627052760441	3.66404194565087	3.88357014877263	3.91480483989316	4.12132313883529
ENSMUSG00000102982	Gm38319	0.556255617650312	0.248661114892773	-0.467963647333118	1.25066844497102	-0.953466837825207	-0.525523583396723	0.386488869921521
ENSMUSG00000025932	Eya1	3.14943233292662	3.5784006276545	2.80626509995446	3.45211435031086	2.85687996435917	3.72976753568327	3.39425249708595
ENSMUSG00000054493	Gm9947	-0.9329982024164	-1.29632988885752	-1.17679008658797	-0.784600820663243	-2.1335656620167	-1.60502008099786	-0.386509710867145
ENSMUSG00000025930	Msc	-0.367438545356432	0.242440707034863	-0.0195193367385116	0.864608656707105	-0.156257248941547	0.0828765337492392	0.55891415020665
ENSMUSG00000092083	Kcnb2	-0.0448139387886606	-1.95170686860684	-1.77895013956607	-0.913132143637899	-1.85693463910869	-1.98823529061599	-0.420591587573124
ENSMUSG00000025925	Terf1	1.28792864029687	0.7759388682666	-0.0773025541959314	0.969723612563783	0.726480338813136	-0.900184636614416	0.800428328850842
ENSMUSG00000032719	Sbspon	-1.19681619395248	-0.231939790684631	0.281994233243541	-1.18523619761667	-0.674329646274593	-0.329399023771593	-0.018489185988841
ENSMUSG00000043716	Rpl7	5.95776464939982	6.00837882586924	5.52691089936883	6.05511456960819	5.70465198288084	6.01254236592378	6.02421668095809
