baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name
ENSMUSG00000073730	29.0809354426886	4.52765760651323	1.13322102676234	3.99538792485075	6.45884066310013e-05	0.00632209489593606	Ppp1r14bl
ENSMUSG00000026090	58.8893694153133	2.34321827281583	0.639944282784666	3.66159732315993	0.000250647608709919	0.0162578324996538	Cracdl
ENSMUSG00000026083	677.835840856606	0.572781327513038	0.152742392059353	3.74998269825751	0.000176846771836823	0.0123782860577852	Eif5b
ENSMUSG00000026604	466.200918589651	0.815112075328166	0.207320510570524	3.93165188087308	8.43641707262893e-05	0.00749644464560056	Ptpn14
ENSMUSG00000068742	1200.64523997513	0.740422485525869	0.185818546655886	3.98465330211114	6.75787182483179e-05	0.00656351752661376	Cry2
ENSMUSG00000010492	907.273855581412	0.581765319722987	0.176505099405604	3.29602556346605	0.000980630916899576	0.0437235756506576	Uckl1os
ENSMUSG00000038605	223.410515496104	1.10320006970808	0.258874475633661	4.26152507700001	2.03036565687255e-05	0.00270621822499534	Samd10
ENSMUSG00000120173	283.405226020823	1.03940099709915	0.265846536523654	3.90977821524739	9.23809007055966e-05	0.0080939881464365	Gm56774
ENSMUSG00000027559	52196.1191863143	0.921311927937125	0.180296548729071	5.10998094212867	3.22191310879903e-07	0.000110663219110188	Car3
ENSMUSG00000038550	143.570736410929	1.6204033096576	0.329423305827595	4.91890913906875	8.70278525233167e-07	0.000213798424365615	Ciart
ENSMUSG00000040562	697.832268336864	1.12754790334737	0.238591253625626	4.72585598261959	2.29148016358892e-06	0.000478499249493426	Gstm2
ENSMUSG00000074264	583.432493164037	0.707194317028889	0.202068839125703	3.4997692869852	0.000465660999202871	0.0257016152379417	Amy1
ENSMUSG00000028195	990.497741373383	1.00649530123396	0.267526454343694	3.76222719245889	0.000168406959996158	0.0119884704647265	Ccn1
ENSMUSG00000028234	1226.23754980196	0.646912926778247	0.165772565372093	3.90241247293353	9.52386820562073e-05	0.00817291402385083	Rps20
ENSMUSG00000049969	399.049549952007	0.538394985924334	0.161204693588081	3.33982202342117	0.000838320960672286	0.0391915049114294	Plekhf2
ENSMUSG00000049225	2250.25288732012	0.764339037439573	0.158723728143144	4.81553102602441	1.46808950043759e-06	0.000325483827545968	Pdp1
ENSMUSG00000055296	645.059109352781	0.642163995260904	0.170250757216324	3.77187159552517	0.000162027635375478	0.0116889565436839	Tmem245
ENSMUSG00000028713	182.921075316219	0.99917159292228	0.298600996114345	3.34617635548564	0.000819342663910924	0.038447731221498	Cyp4b1
ENSMUSG00000028708	720.490661372881	0.585760768343644	0.156532124856207	3.74211216312137	0.000182480029751036	0.0127016238486152	Mknk1
ENSMUSG00000037553	907.666641807952	0.813279910310444	0.212981140010064	3.81855365349258	0.00013423639124254	0.0105281525333962	Zdhhc18
ENSMUSG00000039852	1187.45900154785	0.680757889903625	0.17402559727108	3.91182619441443	9.16008270889717e-05	0.00808216029998399	Rere
ENSMUSG00000028957	533.070455622351	1.02182921426504	0.246356095282333	4.14777321865729	3.35724704342796e-05	0.00404451425068355	Per3
ENSMUSG00000029053	104.831825099783	1.94690505474712	0.393371916649763	4.94927312383751	7.44911533548904e-07	0.000194271799255229	Prkcz
ENSMUSG00000062604	648.625932603339	0.665576464752365	0.185778939858745	3.582626024556	0.000340157420553816	0.020294439629137	Srpk2
ENSMUSG00000045466	179.912253054811	1.13158702543236	0.278061772839386	4.06955265327316	4.71034938210075e-05	0.00522265198303896	Zfp956
ENSMUSG00000030103	2547.46543323664	0.787854079857185	0.237334256385997	3.31959697624025	0.000901474882903711	0.0412210905397832	Bhlhe40
ENSMUSG00000030189	8683.02393320196	1.48182295966347	0.297421112918202	4.98223863505954	6.28528546872699e-07	0.000171858296281906	Ybx3
ENSMUSG00000030410	674.323591978545	0.92558842603392	0.218530118061411	4.23551881198276	2.28024611490572e-05	0.00291522485445447	Dmwd
ENSMUSG00000074227	80.3609716295461	1.61447676958848	0.40627881858873	3.97381476887377	7.07305773096986e-05	0.00666519757317997	Spint2
ENSMUSG00000059824	1085.9508498254	1.81018288073729	0.264727061016309	6.83792157019328	8.03503630579673e-12	2.01341939750655e-08	Dbp
ENSMUSG00000050052	178.045391723995	0.933126132031756	0.260014854288793	3.58874163010454	0.000332277940331226	0.0199214514176887	Tdrp
ENSMUSG00000031808	1347.46442763102	0.723884192338314	0.192727878926145	3.75599107078698	0.000172656849288753	0.0121529082288696	Slc27a1
ENSMUSG00000135686	130.552180296273	1.70884770458908	0.292494407384021	5.84232608025733	5.14769182517364e-09	3.97911746384144e-06	ENSMUSG00000135686
ENSMUSG00000034472	1560.64890604519	1.63492321371634	0.215466512009228	7.58782976746903	3.25307901664708e-14	1.35859423331904e-10	Rasd2
ENSMUSG00000047747	449.658620319875	0.727098110211362	0.208945914030508	3.47983885487802	0.000501715457375978	0.0268632178011266	Rnf150
ENSMUSG00000003849	444.315512824023	0.850118328461056	0.244605533607829	3.47546646194862	0.000509965754358926	0.0270207605570741	Nqo1
ENSMUSG00000034858	530.053341679833	0.704365227868115	0.186047373523994	3.78594556067343	0.000153125197544905	0.0114880574852702	Atosa
ENSMUSG00000061393	280.961689727775	0.832325445631731	0.239968707847992	3.46847492365116	0.000523421373499691	0.0272373521794248	Acvr2b
ENSMUSG00000019996	138.360824732583	0.950398415500197	0.282475158373311	3.36453803928548	0.000766719144342014	0.0365533605711705	Map7
ENSMUSG00000033318	93.0195756060098	1.3311193783532	0.298725348557305	4.45599740625242	8.35040413529214e-06	0.00135905811076839	Gstt2
ENSMUSG00000019505	5347.78822593928	0.515676632261777	0.158108379157752	3.26153892038361	0.00110809219683641	0.0477088904954067	Ubb
ENSMUSG00000020722	4023.28288118998	0.512818328492667	0.129995155446594	3.94490338298299	7.98321602749103e-05	0.00724795026148081	Cacng1
ENSMUSG00000020599	83.3313727055835	2.70253941538093	0.7383007559067	3.66048577596534	0.00025173752932659	0.0162578324996538	Rgs9
ENSMUSG00000085793	312.637627224208	0.766923631981156	0.231488464638843	3.31301014578706	0.000922976316575954	0.041747185091625	Lin52
ENSMUSG00000076612	79.7568184645841	2.11344464391783	0.620238834315237	3.407469069961	0.000655683393151628	0.0325994334634792	Ighg2c
ENSMUSG00000128764	67.1334470433013	1.1864707896773	0.359255762198688	3.30257970649087	0.000957998572443568	0.0430206599073314	ENSMUSG00000128764
ENSMUSG00000021815	1725.20482363057	1.16917718268616	0.234900729293081	4.97732461795551	6.44691509717421e-07	0.000171858296281906	Mss51
ENSMUSG00000021273	1373.53033638594	0.613899323520025	0.188300181840094	3.26021630739237	0.00111327275363627	0.0477677888024277	Fdft1
ENSMUSG00000034795	39.1965509149741	1.69074164369826	0.467650802970307	3.61539343663998	0.000299891818819673	0.018600715831642	Ccdc122
ENSMUSG00000033083	391.036494578519	1.11810340125667	0.317703673287547	3.51932789975863	0.000432641628698577	0.0245274523346809	Tbc1d4
ENSMUSG00000121583	428.059240944508	0.913650144431962	0.244548358643916	3.73607146454955	0.00018691756691249	0.0129386198665557	Gm57852
ENSMUSG00000061740	237.081995910086	0.829201820709507	0.255733427007851	3.24244597357252	0.00118508415023605	0.0495374894067168	Cyp2d22
ENSMUSG00000053774	294.419832435547	0.745443996875976	0.228960691343118	3.25577282503424	0.00113084192823589	0.0480281983690422	Ubxn7
ENSMUSG00000119584	3319102.72677458	1.00221521264174	0.180384083584459	5.55600689776206	2.76015968569474e-08	1.33007848854113e-05	Rn18s-rs5
ENSMUSG00000024074	432.505626094048	0.95367532914017	0.28309332950837	3.36876651525614	0.000755053600980371	0.0363848714103195	Crim1
ENSMUSG00000038418	321.866315641427	1.22067131023695	0.253576782067211	4.81381339523982	1.48077086520234e-06	0.000325483827545968	Egr1
ENSMUSG00000057719	399.737712691338	1.33902566263239	0.369602049622342	3.62288484060248	0.000291335548466891	0.0182507154337084	Sh3rf2
ENSMUSG00000024515	920.956919480454	0.985613053166952	0.217188872585682	4.5380458097738	5.67779281568361e-06	0.00104613332628971	Smad4
ENSMUSG00000092341	2457.90077848238	0.580137402727723	0.159066185376502	3.64714474892678	0.00026517055872354	0.0169506220930981	Malat1
