baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name
ENSMUSG00000002332	16.9924626453795	7.35849843694612	1.23128805212287	5.97626073302613	2.28317479541264e-09	8.31189784269971e-06	Dhrs1
ENSMUSG00000019794	19.330595942622	7.07215368884991	1.35477984915844	5.22014974849456	1.78778514203208e-07	0.00028926363598079	Katna1
ENSMUSG00000020329	39.1023180739125	4.80584849900111	1.34622475490678	3.56987084176291	0.000357157280403117	0.0486067693199084	Polrmt
ENSMUSG00000020859	354.365262816167	0.819287632515422	0.186499966493754	4.39296396625819	1.11815665977416e-05	0.00561468871711424	Spag9
ENSMUSG00000021932	19.4739723206942	4.20579955465541	0.98855958249477	4.25447249627734	2.09542412599667e-05	0.00744233320067404	Rnaseh2b
ENSMUSG00000022779	173.906239065545	1.19200067606227	0.272523565151042	4.37393615998536	1.22026077625702e-05	0.00592314580795156	Top3b
ENSMUSG00000027952	11.7584682828457	7.25090629199862	1.5408535699073	4.70577245859569	2.52906482141303e-06	0.0019080117149196	Pmvk
ENSMUSG00000029647	111.444966880927	2.1474631612397	0.545763682949658	3.93478574762143	8.32709453886363e-05	0.0209067501163676	Pan3
ENSMUSG00000030189	3407.43297449026	1.33206421701714	0.363198751112779	3.66759030127696	0.000244847091473517	0.0396162594004151	Ybx3
ENSMUSG00000030410	302.381562530805	0.881209810905405	0.208850385585311	4.21933533153784	2.4502360764785e-05	0.00849531851087616	Dmwd
ENSMUSG00000031309	35.3405469151489	2.12692232966108	0.561571853881375	3.78744467864725	0.000152204559085046	0.0289150395681349	Rps6ka3
ENSMUSG00000032560	51.5975625893728	2.86080610304057	0.738246924723906	3.87513446684587	0.000106565836745606	0.0238740263798388	Dnajc13
ENSMUSG00000034472	789.911125362978	1.53499921824408	0.262285729206374	5.85239320068494	4.84549396511961e-09	1.17600138533453e-05	Rasd2
ENSMUSG00000035161	166.655516233069	1.52220907706714	0.323976289442557	4.69852000492472	2.62053524916852e-06	0.0019080117149196	Ints6
ENSMUSG00000035934	28.4543563268788	3.999267633975	0.83449792747404	4.79242368651588	1.64778457994737e-06	0.00141147288548197	Pknox2
ENSMUSG00000038605	113.699592785686	1.08596661551496	0.282576366189353	3.84309073741593	0.000121494523974022	0.0253102626455608	Samd10
ENSMUSG00000044951	5138.40524299446	0.573795045998844	0.158810458455189	3.61308097451749	0.000302580159446064	0.0451843209960447	Mylk4
ENSMUSG00000054280	524.085439166672	4.23843225032138	0.937536941967092	4.52081625864099	6.1601639631843e-06	0.00345016567814961	Prr14l
ENSMUSG00000059436	50.9068047422527	3.29054591562585	0.908758040317222	3.62092632982616	0.000293550100643487	0.044527880891359	Max
ENSMUSG00000071226	128.855511441583	1.04646777712581	0.290698974099337	3.59983305881297	0.000318421544987469	0.0465675124705944	Cecr2
ENSMUSG00000074698	47.0651248171487	3.28294877818393	0.85038972075334	3.86052264986887	0.000113144751603409	0.0249638465583157	Csnk2a1
ENSMUSG00000076609	41.96077677505	3.88797071849345	0.99478403619066	3.90835656488991	9.29260910002465e-05	0.021509213041298	Igkc
ENSMUSG00000096768	201.776734075505	1.24337142886327	0.331604628066113	3.74955993863686	0.000177145154061601	0.0326530092841143	Erdr1y
ENSMUSG00000097766	12.8042735670871	3.43583418233437	0.822473477663257	4.17744070252086	2.94807485662213e-05	0.00975678774139352	5730420D15Rik
ENSMUSG00000111551	19.4002602290386	7.97047269978596	1.36148405300361	5.85425343925406	4.7915747409165e-09	1.17600138533453e-05	Gm48128
ENSMUSG00000115030	18.7640933933413	7.92651331552237	1.31367881587379	6.03382898448436	1.60119517694095e-09	7.77220138887135e-06	Gm49274
ENSMUSG00000116656	199.663196285795	1.08609586761961	0.261306538681876	4.1564052438116	3.23294167575494e-05	0.0102343688439877	Gm49708
ENSMUSG00000116793	10.3635528179954	2.9706047254694	0.822472957004079	3.61179623010349	0.000304083467766267	0.0451843209960447	Gm34256
ENSMUSG00000119584	1877274.49862035	0.957746397915683	0.240599035021017	3.98067431081766	6.87200509040443e-05	0.0185315070604573	Rn18s-rs5
ENSMUSG00000135686	49.4896508571482	1.73201994990162	0.427835940062997	4.048327379057	5.15849588722877e-05	0.0150236034219651	ENSMUSG00000135686
