gene_names_tpm	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000000001	Gnai3	1.29479070122149	1.74449309255447	1.456504965059	2.4209304882739	1.58975725606271	1.8271015626568	2.20346492139429
ENSMUSG00000000031	H19	2.15263579286808	2.96492810854703	2.47682207656688	5.70035151683855	3.09312608545645	2.25958193641836	3.63171232178599
ENSMUSG00000000056	Narf	3.76836019049505	4.36002906035107	4.41293445645332	4.49981515177196	4.1553448749771	4.43870058155999	4.43553792275298
ENSMUSG00000000058	Cav2	2.89544378136131	3.34843115860788	3.35855014497169	3.19852197004001	3.32514949616151	3.63102428567724	3.49255580618737
ENSMUSG00000000078	Klf6	1.98857453791291	2.8190059448504	2.23997201123472	2.41513749261351	2.10471573684428	2.19748391348514	2.79395308994185
ENSMUSG00000000085	Scmh1	2.40172684325755	2.93370141759411	1.02543141682263	2.1885645558095	1.04852985721786	2.19238482835243	2.28020419465816
ENSMUSG00000000088	Cox5a	8.28714734647096	9.1578943683648	9.31122907838021	9.02642909022191	9.0185255568014	9.31821550562445	9.15686893502829
ENSMUSG00000000093	Tbx2	-0.714507818959635	-1.1517498425448	-0.668872665055722	-1.36512797683579	-0.611929521100765	-1.40310301203573	-1.62867087175843
ENSMUSG00000000120	Ngfr	-0.168429161413719	-1.98166778376551	-1.17176813919937	-0.161477375141256	-0.599755010966514	-1.75141658908847	-2.37604326507134
ENSMUSG00000000126	Wnt9a	0.655692539206544	1.97718099244801	0.915822219499942	1.92461262603264	1.11397781129871	2.18846264454953	1.82701373543728
ENSMUSG00000000127	Fer	-0.590692708653643	0.146308516613995	-0.625807383628101	0.86321375015852	-1.05970543333856	-0.68649408015416	0.908387912866331
ENSMUSG00000000131	Xpo6	1.83598145762177	1.80258408780505	1.54512127823954	2.07791666909249	1.45516701060616	1.76130442405364	1.91512618505553
ENSMUSG00000000134	Tfe3	-0.0606951765270662	-1.53516865494835	1.09046120792424	1.60071267663331	0.295572576805503	0.829136761425465	1.96090383856885
ENSMUSG00000000142	Axin2	-1.24399468204017	-2.03267790673526	-0.849175203832753	0.1660186703087	-3.32192809488736	-3.32192809488736	0.24353869638489
ENSMUSG00000000148	Brat1	-0.583551513836454	0.570233636017841	-1.9955403161872	-0.346417129369806	-0.476243355975248	-0.826504102559056	-0.169507762242046
ENSMUSG00000000149	Gna12	1.84277452768373	2.95424191744471	2.24498597469625	2.92879629342091	2.42050045757888	2.88035757604153	2.9123957902517
ENSMUSG00000000168	Dlat	4.13294026721008	5.34255691435378	5.27764102516477	5.52168391341044	5.1929180934156	5.50947277060886	5.69245771889107
ENSMUSG00000000171	Sdhd	6.30666145238346	7.16400132371873	7.23752076530325	7.33729869318232	7.13189588456167	7.44494423694798	7.38577355894507
ENSMUSG00000000183	Fgf6	-0.262463788536279	0.724001458742061	0.963155216133966	0.834208793807822	-0.328074426252231	0.997796765872086	-0.469222070956863
ENSMUSG00000000184	Ccnd2	1.04428149731347	1.62315704232989	1.37153934776445	2.2387064698907	1.30221843170894	0.116803886683224	-2.94082195492518
ENSMUSG00000000194	Gpr107	2.28963737190185	1.83037743688692	1.59277992561854	2.36535491713309	1.66567154992496	1.93615810717447	2.27726560027395
ENSMUSG00000000197	Nalcn	-1.41367239402139	-3.19231535675689	-2.17847589850803	-1.62539559809964	-2.49778754828578	-2.46818788521265	-1.4162806760791
ENSMUSG00000000223	Drp2	-1.70528809771545	-1.1012638202399	-1.01082029248935	-0.968480584841838	-1.50088734770931	-1.01192832756399	-0.824313174698372
ENSMUSG00000000244	Tspan32	-2.49944266508901	-0.82600017577644	-2.96122671380753	0.865172140472237	-2.87570363110989	-3.32192809488736	-1.9312714139085
ENSMUSG00000000253	Gmpr	1.88039049187358	2.84561128241475	2.89504799421552	2.00904828196972	0.754022053071674	1.84097355047695	1.89677868927997
ENSMUSG00000000266	Mid2	-0.33486195170318	-0.288420516455699	-1.35422457174874	-0.189601319095173	-1.71348785091594	-0.0163806708836827	-1.42408747811862
ENSMUSG00000000275	Trim25	-0.589511268232349	-0.516522126975204	0.601624261081395	-3.32192809488736	-0.318111808364006	-2.01928734345879	-0.811080077083065
ENSMUSG00000000276	Dgke	-0.387130441416446	-0.137628755114604	0.315454937377161	0.40630481902711	-0.0399761901199947	-0.229419562839935	-0.231381185027207
ENSMUSG00000000278	Scpep1	0.633383778506089	1.6422500958965	1.39377257406997	2.99371203615741	1.64152152155976	1.67053400252981	1.6693334190324
ENSMUSG00000000282	Mnt	-0.954987665279379	-0.0299974923321789	-0.205463524187197	-0.290086536841412	-0.5714845187509	-0.429682803106199	0.169685173533711
ENSMUSG00000000296	Tpd52l1	3.16142626857518	3.60999330387759	4.06759062050306	4.04104195131524	3.33515221442748	3.96229544166401	4.0514179574631
ENSMUSG00000000318	Clec10a	-2.08314123530025	-0.357658858176519	-3.32192809488736	-0.0159152710285607	-3.32192809488736	-3.32192809488736	1.39473692208658
ENSMUSG00000000320	Alox12	-1.09186037895996	-1.4690263573258	-1.32991745924424	-1.34910312332949	-1.50129162811624	-1.15208003923247	-1.0977797461079
ENSMUSG00000000326	Comt	0.788534543329436	0.949478904937202	1.19047390217612	1.08804183981199	0.807930236553105	0.886355043525156	1.23510022430667
ENSMUSG00000000346	Dazap2	-1.64405908303112	1.70052805276384	1.08022308407265	1.87346439008227	0.152039304636128	0.399744229023572	1.47441735234524
ENSMUSG00000000355	Mcts1	3.43870789942015	4.64066765986353	4.34215888869906	4.55477424142619	4.45753263522108	4.3310483455507	4.63197074532803
ENSMUSG00000000359	Rem1	-0.53397331218627	0.689126474143668	-0.0995315515709719	1.51425560070116	0.0031358937925491	0.730458235537899	0.568398935722855
ENSMUSG00000000374	Trappc10	1.58354026440398	1.94384333079517	2.36443487947356	1.82851013349714	1.49027129219754	1.52567602455245	1.92862804256072
ENSMUSG00000000378	Ccm2	0.698902095886177	1.43661600882989	-1.76964448473237	-1.11435067209639	1.45767045615973	1.68248655326229	-0.433095243408792
ENSMUSG00000000384	Tbrg4	2.50791867493258	2.56549871830605	3.03732001432277	3.23154914650921	2.58792851613122	2.7196668868754	3.9291082066466
ENSMUSG00000000392	Fap	-3.0547758679814	-0.492386992271645	-2.71046295537593	-1.88203904726758	-0.643964395960574	-3.0249362918511	-0.88990407089658
ENSMUSG00000000399	Ndufa9	6.10148275477582	7.06836110955565	7.12196873635089	7.0446125946073	6.98659318345531	7.23503623484561	7.25073239299817
ENSMUSG00000000402	Egfl6	-2.04339017266878	-1.72714548466591	-2.76389562214228	-1.13260955615095	-2.30697299402292	-1.61205961450328	-3.32192809488736
ENSMUSG00000000416	Cttnbp2	-1.3029485982619	-2.67964241182779	-1.73747543649144	0.816540727874194	-1.84479479440468	-0.254342722922685	-0.451147150013057
ENSMUSG00000000420	Galnt1	2.93486368791396	3.44916462844913	3.61272179556898	3.30248766019169	3.49645570238087	3.67316550921875	3.44258115148472
ENSMUSG00000000435	Myf5	-1.96533351289123	-0.372081311989054	-0.873516051817538	0.307539273287938	-2.96650581257955	-0.711327239162349	-1.05440128560078
ENSMUSG00000000439	Mkrn2	2.48539539668591	2.7065917732271	2.99413001116001	3.20252162949121	2.53601036498352	2.85744242112528	2.56129876104052
ENSMUSG00000000440	Pparg	1.1534227280123	0.566607683199163	0.643167224971634	0.264723774028319	0.148105007945866	0.913878601969362	1.69205978187163
ENSMUSG00000000441	Raf1	2.3398015560155	2.56091202782773	2.87021911101306	3.14739136914228	2.79838610198486	1.8483551313457	2.66861022926848
ENSMUSG00000000489	Pdgfb	1.84002285513058	2.68775588190405	2.75081742729457	1.88167910492375	2.33202644834177	2.21908610052276	2.10777255403197
