gene_names	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000102331	Gm19938	0.172722462261078	-1.94402015317092	-1.89089312331332	0.0804390366244192	-2.11238859837798	-1.98286784937882	-0.082124947967678
ENSMUSG00000025900	Rp1	-0.971497632706615	-1.39521645121998	-1.86686757125328	-1.25065564528829	-1.65380909793376	-1.57742529255082	-0.456441546791432
ENSMUSG00000025902	Sox17	2.66545017970778	2.71594861990637	1.98084129349882	2.2833922823611	2.35469113247827	2.44967649751783	3.12670774145668
ENSMUSG00000103922	Gm6123	4.50378867521101	5.57129646050939	4.94952466474198	5.47182166343345	5.15420825856958	5.55324810308425	5.34043139177811
ENSMUSG00000033845	Mrpl15	3.38003737830817	3.93451959014411	3.6511928698345	3.72765817825625	3.52911815917794	4.0092348664978	4.01488034570318
ENSMUSG00000025903	Lypla1	5.26310233986478	5.5095710857841	5.05817965070369	5.33890932653827	5.42707169078236	5.41478083112639	5.37644613850302
ENSMUSG00000033813	Tcea1	3.32182535594062	3.35166881600841	2.72891320427718	3.68972834075577	3.00789949111707	3.49062763966415	3.8851165682985
ENSMUSG00000033793	Atp6v1h	2.69407594847166	2.60042056054249	2.0627938626731	2.6041855060026	2.11451127176504	2.14458996731171	2.67289502387299
ENSMUSG00000090031	4732440D04Rik	0.710080528417777	0.0969805741780441	-0.709966363977578	0.483053002688681	-0.154213329672313	0.0506322665841168	0.64316448204417
ENSMUSG00000025907	Rb1cc1	4.29193398643389	3.77133790977994	3.5173870576332	3.90228974647504	4.21562462225561	3.90190766476315	4.23901590329212
ENSMUSG00000033740	St18	-0.0700297427692931	-1.94402015317092	-1.88746050453644	-0.712002987554605	-1.49462514177716	-1.98286784937882	-0.320669612332832
ENSMUSG00000051285	Pcmtd1	5.50747669319052	5.39125844562826	4.61810417080628	5.35039522200286	5.30295137957763	5.44980566999719	5.45599327164755
ENSMUSG00000048538	Gm9826	1.52869077611545	0.404870067544156	0.085162868864245	-0.211031754571152	1.05419042037736	0.974254867418345	1.09602979649842
ENSMUSG00000097797	Gm26901	0.0611786865872794	-1.51692514827136	-2.00251917217044	-0.927600444384129	-1.4259997171896	-1.09897715325505	-0.638081730112358
ENSMUSG00000103903	Rps2-ps2	1.33876138178132	-1.94402015317092	-0.39288980209453	1.10811067024479	-2.11238859837798	-1.98286784937882	1.59470239321923
ENSMUSG00000025909	Sntg1	-0.463870535636779	-1.94402015317092	-1.54763673611823	-1.39408380533572	-1.96758627622379	-1.98286784937882	0.04341459371879
ENSMUSG00000079671	2610203C22Rik	0.216522286816772	-1.24948275517264	-1.51992615539125	-0.436391535504601	-0.589034390443732	-1.16319500984957	-0.346754598983402
ENSMUSG00000061024	Rrs1	3.64195146457373	3.38958349071063	3.0999558107519	3.5589938608889	3.66854985332539	3.76831919354521	3.81589135667636
ENSMUSG00000025911	Adhfe1	5.03199055360818	4.68955918076483	4.24435515789805	3.74294278045615	4.64372674444543	4.99105633468287	4.50571163754823
ENSMUSG00000045210	Vcpip1	2.39948811980549	2.18388317749769	1.39049550727297	2.33517385826105	2.10036965874063	1.8773451750729	2.46790541085491
ENSMUSG00000097893	1700034P13Rik	-1.19524787709983	-0.884805009607579	-2.159503303788	-1.05642066751663	-1.91975242130306	-1.91309458625757	-0.793225237054923
ENSMUSG00000025915	Sgk3	1.34740619733608	1.27045266099952	0.687976998095081	0.881629517934595	0.937740270860932	1.14350157671868	0.832025887126303
ENSMUSG00000098234	Snhg6	0.985057626169517	1.22566071827017	1.27288102179946	1.46397171350106	1.55697600357569	1.58320273778906	1.77864405035745
ENSMUSG00000025917	Cops5	5.78606802485472	5.75147980277471	5.54644552707172	5.37577166881036	5.75150184878689	5.72387621928932	5.76137500985847
ENSMUSG00000056763	Cspp1	0.635870894429786	0.0589839000564503	-0.362066335616408	0.515615123004903	-0.267759302311354	-0.385676600477421	0.819002665118887
ENSMUSG00000067851	Arfgef1	3.90340270341263	3.89448428521453	3.20394303402253	3.57764601915419	3.60571020018777	3.85754361606525	3.82768742094772
ENSMUSG00000102556	Gm37569	1.07335538548863	-0.263189769398483	-0.368073860521257	0.21826129231361	-1.37358564794491	-1.22075839271507	0.971842353115822
ENSMUSG00000042501	Cpa6	-0.644393737185421	-1.94402015317092	-1.41148921725731	-1.00316885078972	-2.11238859837798	-1.82348568069013	-0.930673136172931
ENSMUSG00000048960	Prex2	1.46432583380216	0.953246285462278	0.974871016381954	1.37850281864256	1.17618098068133	0.519503914980529	1.59800398989931
ENSMUSG00000057715	A830018L16Rik	-0.468970758443891	-1.72309919259602	-1.66408490187937	-1.00761069621986	-1.78951003217443	-1.98286784937882	-0.887737994007804
ENSMUSG00000016918	Sulf1	0.976868865133873	1.4963471203239	0.318032287238285	2.47686669229175	0.157812128354628	1.27412895046794	1.95309140875098
ENSMUSG00000025938	Slco5a1	2.02271371583672	2.34833590933616	2.14640774590701	2.51032762111764	2.61610700892636	2.53598515372527	2.10013495578909
ENSMUSG00000005886	Ncoa2	1.72766463078533	1.73443491357308	0.990554176624997	1.61419273212765	1.20699356095268	0.819573520726404	1.56074149453688
ENSMUSG00000103506	Gm38376	-0.171863729555806	-0.51846831890515	0.0382986179079587	-0.249941994095686	-0.282201847341565	-1.98286784937882	0.543176284137207
ENSMUSG00000103495	Gm37409	0.771641555919988	-0.992022065008239	-2.37518333471262	0.18572742972756	-2.11238859837798	-1.98286784937882	0.225318750844199
ENSMUSG00000104170	Gm37702	0.189828527737955	0.506088735113078	-1.61436790233484	1.29487611533142	-2.11238859837798	-1.98286784937882	-1.85047822167407
ENSMUSG00000103085	Gm38120	-0.201977944001229	-0.501151033077075	-1.73353896825583	0.206350757121591	-1.79266073555286	-0.733759733084877	-1.85047822167407
ENSMUSG00000102664	Gm38380	0.266314573895514	-0.933989711145962	-2.37518333471262	0.1707036331834	-2.11238859837798	-0.335559138845909	-0.116690461929355
ENSMUSG00000025935	Tram1	4.19853988668901	4.44242725686852	3.65476697479221	4.87830764131533	4.21345512713203	4.46069408055737	4.7481219746077
ENSMUSG00000025937	Lactb2	4.10833770356289	4.19156032969865	3.66734995128976	3.76713496159113	3.94732366529644	3.99112120705315	4.1915742630629
ENSMUSG00000102982	Gm38319	0.726065143167041	0.349047618296616	-0.346407392585686	1.31596651971049	-0.870839402385926	-0.450152697496524	0.50853966529581
ENSMUSG00000025932	Eya1	3.29331606769836	3.64241242325385	2.91493732273256	3.56832773520402	2.93873854402977	3.79521847650388	3.50950206133644
ENSMUSG00000054493	Gm9947	-0.797469961933505	-1.24464559961692	-1.07208795469511	-0.700497904732597	-2.11238859837798	-1.57362878014885	-0.281174566445543
ENSMUSG00000025930	Msc	-0.2145397846839	0.251672681821599	0.10907544101461	0.908370312091868	-0.0535943597520436	0.171572944003987	0.683603768017605
ENSMUSG00000073737	Gm10566	0.269835771709637	0.804721095557326	0.405866765958603	0.0607002503705338	1.60361093886623	-0.84322088840063	0.319413706834808
ENSMUSG00000092083	Kcnb2	0.115275658176429	-1.94402015317092	-1.6970491393024	-0.833829881105903	-1.81628316791858	-1.98286784937882	-0.316225697139611
ENSMUSG00000025925	Terf1	1.46517492184266	0.850053239953887	0.0505049676436222	1.08956875738289	0.745222521469191	-0.836397655599026	0.846525762146552
ENSMUSG00000032719	Sbspon	-1.07214095514746	-0.141457708491867	0.414216766018331	-1.11769154887027	-0.583366327619686	-0.249091109994861	0.0959433018941773
ENSMUSG00000043716	Rpl7	6.26130557998185	6.15852137662691	5.63686491618383	6.31494677829159	5.8816679955907	6.16196282968417	6.20468211890763
ENSMUSG00000025921	Rdh10	1.86851635829081	1.4728205326683	0.99986292331306	1.68523714049993	0.0889094843309763	1.3290444548277	1.8893539035557
