Length	log2FoldChange	logCPM	LR	PValue	padj	Gene_name
ENSMUSG00000034472	3176	1.51578204152841	6.31197583620771	32.6742257755723	1.08972692787038e-08	9.19433434037535e-06	Rasd2
ENSMUSG00000059824	2993	1.63906298842526	5.79934822640372	32.5003850643358	1.19168916384393e-08	9.19433434037535e-06	Dbp
ENSMUSG00000135686	421	1.60750849324478	2.76182745029213	24.5815098654899	7.12319570232017e-07	0.000226236008619969	ENSMUSG00000135686
ENSMUSG00000038418	4484	1.07739165699556	4.00312760144871	21.0436129921902	4.48946880102284e-06	0.000973445266262976	Egr1
ENSMUSG00000029053	6318	1.71725893455086	2.39720934726565	20.4865997813505	6.00501928631593e-06	0.00126170074451102	Prkcz
ENSMUSG00000097766	3726	3.16401986696102	-0.39046445694227	19.2397037515872	1.15290484126499e-05	0.00214483722521307	5730420D15Rik
ENSMUSG00000021815	1826	1.02407378184083	6.46539884109066	18.5243631542095	1.6774631346748e-05	0.00263323149773031	Mss51
ENSMUSG00000038550	2261	1.44907736912205	2.87805279979765	17.532745842398	2.82401797326226e-05	0.00397604262482914	Ciart
ENSMUSG00000030189	3075	1.32519667379096	8.76034510894636	17.2132222863985	3.34102886369391e-05	0.00426433936368857	Ybx3
ENSMUSG00000024515	3712	0.8504278557342	5.55442185717818	16.1475069017945	5.85956462212128e-05	0.00625886751956713	Smad4
ENSMUSG00000119584	1849	0.836660632432647	17.1851101767546	15.0327778791652	0.000105660006716125	0.00961999141148075	Rn18s-rs5
ENSMUSG00000033318	4156	1.27005774601633	2.25362420728472	14.6029593040585	0.000132705984320427	0.0111188075329084	Gstt2
ENSMUSG00000000632	5779	3.15627784899555	-0.654845119393288	14.3896955449563	0.000148613328595057	0.0120810251703731	Sez6
ENSMUSG00000040562	1679	0.995999783142109	5.18076381084017	13.9449357292141	0.000188244092592954	0.0138217718953869	Gstm2
ENSMUSG00000051736	3331	2.686875344188	2.0322331265366	13.2061608693916	0.000279030357739571	0.0182960887455356	Fam229b
ENSMUSG00000028195	2019	0.847117302501349	5.63665049357028	12.3261892415992	0.000446647288938454	0.026179665343487	Ccn1
ENSMUSG00000030410	2556	0.766621650750523	5.1200938349702	12.2857968158941	0.000456418490265983	0.0265579290275199	Dmwd
ENSMUSG00000120173	6054	1.0046497319606	3.36361343538158	12.0152993781816	0.000527656117677597	0.029655142383222	Gm56774
ENSMUSG00000045466	2968	1.00356738895209	3.23857088811879	11.7824811517808	0.000597907393054237	0.0317309126430174	Zfp956
ENSMUSG00000027559	2865	0.753545431997852	11.3939387115059	11.7568645767897	0.000606192545060281	0.0317309126430174	Car3
ENSMUSG00000038605	2448	0.971453983448613	3.54438214188688	11.6294981161494	0.000649140677465657	0.0333282489930394	Samd10
ENSMUSG00000034795	1985	1.58610048727213	1.07400653373034	11.5305177447225	0.000684629444456687	0.0345017871695387	Ccdc122
ENSMUSG00000074227	4556	1.44647256931729	2.06957222904463	11.3613052877849	0.000749901038857647	0.037241449046105	Spint2
ENSMUSG00000026090	5075	2.19535709628232	1.66964875712757	11.2773360656683	0.000784590618635719	0.0379970002791064	Cracdl
